epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,11741.9,0.67447,0.60285,0.94518,0.99395,0.99718,0.99492,0.74977,0.97602,0.50234,0.97742,5.945e-05,5.945e-05,5.945e-05
180,11806.6,0.72865,0.63154,1.00003,0.99395,0.99718,0.99492,0.74977,0.97602,0.50234,0.97742,5.6975e-05,5.6975e-05,5.6975e-05
181,11871.7,0.65929,0.57933,0.92989,0.99376,0.99782,0.99492,0.75347,0.9592,0.49817,0.97007,5.45e-05,5.45e-05,5.45e-05
182,11935.9,0.77106,0.63102,0.96959,0.99306,0.99917,0.99492,0.76281,0.92962,0.49351,0.95889,5.2025e-05,5.2025e-05,5.2025e-05
183,12000.7,0.70694,0.59342,0.93877,0.993,1,0.99492,0.772,0.90646,0.49038,0.94953,4.955e-05,4.955e-05,4.955e-05
184,12065,0.64445,0.63164,0.93053,0.9933,1,0.99477,0.77322,0.89378,0.48661,0.94427,4.7075e-05,4.7075e-05,4.7075e-05
185,12129.6,0.62971,0.559,0.89769,0.9933,1,0.99477,0.77322,0.89378,0.48661,0.94427,4.46e-05,4.46e-05,4.46e-05
186,12194.4,0.69653,0.58325,0.91677,0.99304,1,0.99477,0.77424,0.89198,0.48513,0.94324,4.2125e-05,4.2125e-05,4.2125e-05
187,12258.9,0.73524,0.63464,0.96291,0.993,1,0.99466,0.78031,0.86566,0.47986,0.9341,3.965e-05,3.965e-05,3.965e-05
188,12324.2,0.68079,0.5573,0.93067,0.99294,1,0.99466,0.78414,0.85442,0.47764,0.93035,3.7175e-05,3.7175e-05,3.7175e-05
189,12388.5,0.74313,0.63487,0.97464,0.99331,1,0.99466,0.78504,0.85698,0.47851,0.93064,3.47e-05,3.47e-05,3.47e-05
190,12453,0.68647,0.61513,0.9392,0.9931,1,0.99466,0.78556,0.86652,0.48028,0.93334,3.2225e-05,3.2225e-05,3.2225e-05
191,12517.4,0.66614,0.6249,0.9249,0.9931,1,0.99466,0.78556,0.86652,0.48028,0.93334,2.975e-05,2.975e-05,2.975e-05
192,12582,0.65401,0.62323,0.92089,0.99283,0.9999,0.99466,0.78331,0.86992,0.47995,0.9341,2.7275e-05,2.7275e-05,2.7275e-05
193,12646.5,0.72298,0.58925,0.951,0.99255,0.99875,0.99466,0.78263,0.86736,0.47941,0.93307,2.48e-05,2.48e-05,2.48e-05
194,12711.1,0.65314,0.59559,0.93508,0.99287,0.99846,0.99466,0.7798,0.87846,0.48003,0.93706,2.2325e-05,2.2325e-05,2.2325e-05
195,12775.3,0.71546,0.60091,0.95034,0.99236,0.99853,0.99466,0.78266,0.86997,0.47946,0.93459,1.985e-05,1.985e-05,1.985e-05
196,12839.8,0.70614,0.61091,0.94595,0.99236,0.99853,0.99466,0.78266,0.86997,0.47946,0.93459,1.7375e-05,1.7375e-05,1.7375e-05
197,12904.3,0.67857,0.58605,0.93413,0.99245,0.99754,0.99466,0.77911,0.88284,0.48141,0.93831,1.49e-05,1.49e-05,1.49e-05
198,12968.8,0.62006,0.56491,0.90298,0.99296,0.99763,0.99466,0.77636,0.88859,0.48124,0.9409,1.2425e-05,1.2425e-05,1.2425e-05
199,13033.6,0.69445,0.57161,0.93827,0.99319,0.99735,0.99451,0.77163,0.90259,0.48197,0.94594,9.95e-06,9.95e-06,9.95e-06
200,13098.2,0.67355,0.59308,0.96227,0.99315,0.99784,0.99466,0.7743,0.89536,0.481,0.94313,7.475e-06,7.475e-06,7.475e-06
